순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수(천주),외국인 보유주식수,외국인 지분율(%),총카운트
1290,012800,대창,"1,045","-15","-1.4","342,331","357,987,045","1,050","1,060","1,030","95,241,821,455","0.01","91,140,499",,,
1291,057680,옴니텔,"4,400","-250","-5.4","252,413","1,141,014,200","4,500","4,725","4,400","95,122,016,000","0.01","21,618,640",,,
1292,032980,바이온,"2,385","145","6.5","7,450,834","18,112,798,520","2,155","2,635","2,150","95,112,950,940","0.01","39,879,644",,,
1293,099440,스맥,"3,620","-110","-3.0","227,247","830,479,140","3,645","3,725","3,620","95,112,339,740","0.01","26,274,127",,,
1294,019660,글로본,"3,395","-215","-6.0","225,076","780,044,830","3,470","3,600","3,370","95,063,554,565","0.01","28,001,047",,,
1295,005190,동성화학,"17,800","-100","-0.6","26,930","473,223,450","17,550","17,900","17,300","94,973,039,200","0.01","5,335,564",,,
1296,095910,에스에너지,"7,180","150","2.1","490,788","3,536,951,960","7,030","7,370","6,900","94,837,173,600","0.01","13,208,520",,,
1297,056730,포스링크,"2,160","-150","-6.5","490,621","1,100,385,730","2,300","2,345","2,130","94,771,164,240","0.01","43,875,539",,,
1298,043340,에쎈테크,"1,315","-60","-4.4","611,836","815,354,570","1,365","1,370","1,305","94,680,000,000","0.01","72,000,000",,,
1299,065170,넥스트BT,"2,290","-185","-7.5","1,791,985","4,182,876,130","2,375","2,445","2,245","94,621,645,840","0.01","41,319,496",,,
1300,050120,라이브플렉스,"1,135","-65","-5.4","1,828,025","2,140,832,175","1,170","1,205","1,135","94,480,866,290","0.01","83,243,054",,,
1301,093240,형지엘리트,"4,950","-230","-4.4","210,355","1,059,080,030","5,030","5,200","4,935","94,343,564,700","0.01","19,059,306",,,
1302,208350,지란지교시큐리티,"2,605","55","2.2","327,093","841,795,565","2,490","2,610","2,480","94,327,539,740","0.01","36,210,188",,,
1303,149980,하이로닉,"6,690","-470","-6.6","339,831","2,339,122,490","6,900","7,080","6,690","94,293,844,050","0.01","14,094,745",,,
1304,008600,윌비스,"1,650","-85","-4.9","1,184,402","1,999,593,510","1,705","1,740","1,645","94,050,000,000","0.01","57,000,000",,,
1305,005750,대림B&Co,"5,640","-300","-5.0","154,624","884,751,620","5,920","5,920","5,640","94,031,433,600","0.01","16,672,240",,,
1306,053620,태양,"10,900","-150","-1.4","1,660","17,908,300","10,900","10,900","10,700","93,740,000,000","0.00","8,600,000",,,
1307,014440,영보화학,"4,680","-70","-1.5","62,943","293,555,055","4,695","4,720","4,600","93,600,000,000","0.00","20,000,000",,,
1308,060310,3S,"2,140","-90","-4.0","325,266","711,039,550","2,190","2,280","2,140","93,445,757,880","0.00","43,666,242",,,
1309,105840,우진,"5,380","20","0.4","80,317","429,802,560","5,300","5,500","5,230","93,396,800,000","0.00","17,360,000",,,
1310,058860,케이티스,"2,680","-130","-4.6","494,076","1,334,543,215","2,780","2,790","2,655","93,269,360,000","0.00","34,802,000",,,
1311,080010,이상네트웍스,"10,300","-400","-3.7","48,115","505,731,600","10,550","10,700","10,300","92,854,500,000","0.00","9,015,000",,,
1312,058850,KTcs,"2,165","-40","-1.8","110,640","240,068,765","2,195","2,200","2,150","92,413,025,000","0.00","42,685,000",,,
1313,079960,동양이엔피,"11,750","30","0.0","13,300","154,509,800","11,750","11,750","11,550","92,355,000,000","0.00","7,860,000",,,
1314,068930,디지털대성,"4,115","-35","-0.8","31,246","127,370,395","4,130","4,130","4,030","92,298,310,145","0.00","22,429,723",,,
1315,126600,코프라,"4,370","-85","-1.9","85,072","368,066,980","4,450","4,515","4,130","92,275,320,580","0.00","21,115,634",,,
1316,006980,우성사료,"2,985","-110","-3.6","169,395","513,591,390","3,035","3,105","2,980","92,236,500,000","0.00","30,900,000",,,
1317,241520,DSC인베스트먼트,"5,260","-360","-6.4","485,111","2,595,139,910","5,320","5,550","5,150","92,050,000,000","0.00","17,500,000",,,
1318,079940,가비아,"6,800","-300","-4.2","323,871","2,289,243,130","7,000","7,230","6,800","92,042,651,200","0.00","13,535,684",,,
1319,024890,대원화성,"2,230","-80","-3.5","139,883","314,991,945","2,250","2,295","2,215","91,985,608,960","0.00","41,249,152",,,
1320,066130,하츠,"7,170","100","1.4","359,683","2,585,078,760","6,920","7,420","6,920","91,776,000,000","0.00","12,800,000",,,
1321,038680,에스넷,"5,700","-300","-5.0","205,243","1,202,716,310","5,800","6,030","5,690","91,628,725,500","0.00","16,075,215",,,
1322,238490,힘스,"17,400","-750","-4.1","78,804","1,382,395,750","18,050","18,050","17,200","91,547,664,000","0.00","5,261,360",,,
1323,036690,코맥스,"6,530","-380","-5.5","193,332","1,277,944,400","6,780","6,840","6,520","91,446,668,520","0.00","14,004,084",,,
1324,066360,체리부로,"3,275","-85","-2.5","212,054","695,940,330","3,360","3,360","3,245","91,282,008,475","0.00","27,872,369",,,
1325,014160,대영포장,"856","-25","-2.8","418,413","359,861,516","855","872","854","91,236,672,688","0.00","106,584,898",,,
1326,228340,동양파일,"4,560","-260","-5.4","130,381","606,528,255","4,800","4,800","4,540","91,200,000,000","0.00","20,000,000",,,
1327,214680,디알텍,"2,155","-75","-3.4","5,150,825","11,921,814,030","2,250","2,430","2,150","91,175,261,430","0.00","42,308,706",,,
1328,241790,오션브릿지,"9,990","-110","-1.1","43,390","432,251,100","9,930","10,150","9,900","91,158,550,200","0.00","9,124,980",,,
1329,900280,골든센츄리,"976","-20","-2.0","971,663","956,402,779","993","1,005","968","91,158,400,000","0.00","93,400,000",,,
1330,014190,원익큐브,"2,575","-175","-6.4","947,288","2,499,140,720","2,630","2,700","2,560","91,154,757,950","0.00","35,399,906",,,
1331,03473K,SK우,"161,000","-2,500","-1.5","970","155,246,500","160,000","161,000","159,000","91,147,735,000","0.00","566,135",,,
1332,039980,리노스,"2,530","-75","-2.9","545,641","1,390,659,820","2,525","2,605","2,495","91,070,267,090","0.00","35,996,153",,,
1333,008250,이건산업,"9,710","-690","-6.6","63,200","628,235,190","10,150","10,300","9,710","91,016,927,750","0.00","9,373,525",,,
1334,191600,티케이씨,"35,000","1,000","2.9","101","3,340,000","33,050","35,000","33,050","91,000,000,000","0.00","2,600,000",,,
1335,079650,서산,"4,545","65","1.4","1,060,595","4,848,072,620","4,420","4,715","4,350","90,900,000,000","0.00","20,000,000",,,
1336,052860,아이앤씨,"5,910","-110","-1.8","28,707","169,624,010","5,950","6,020","5,800","90,805,577,940","0.00","15,364,734",,,
1337,250000,보라티알,"13,450","200","1.5","59,043","780,075,000","13,000","13,550","12,850","90,797,358,850","0.00","6,750,733",,,
1338,005010,휴스틸,"13,100","-300","-2.2","207,868","2,920,993,750","14,000","15,350","13,050","90,633,882,700","0.00","6,918,617",,,
1339,036170,씨티엘,"3,450","-165","-4.6","604,707","2,130,635,930","3,570","3,665","3,430","90,579,146,250","0.00","26,254,825",,,
1340,133820,화인베스틸,"2,920","20","0.7","1,668,804","5,073,985,975","2,880","3,180","2,840","90,520,000,000","0.00","31,000,000",,,
1341,045510,정원엔시스,"2,810","10","0.4","72,384","203,030,340","2,775","2,865","2,775","90,508,110,520","0.00","32,209,292",,,
1342,078130,국일제지,"777","-53","-6.4","4,339,927","3,468,717,475","818","824","773","90,435,811,662","0.00","116,391,006",,,
1343,002200,수출포장,"22,600","-650","-2.8","14,126","318,716,300","22,000","23,500","22,000","90,400,000,000","0.00","4,000,000",,,
1344,203400,에이비온,"7,990","-150","-1.8","2,726","21,853,520","7,810","8,190","7,810","90,236,423,300","0.00","11,293,670",,,
1345,189300,인텔리안테크,"12,500","-250","-2.0","17,528","217,599,700","12,750","12,750","12,250","90,217,962,500","0.00","7,217,437",,,
1346,002760,보락,"1,505","-45","-2.9","1,802,340","2,739,723,465","1,515","1,570","1,470","90,149,500,000","0.00","59,900,000",,,
1347,073490,이노와이어리스,"15,000","-1,500","-9.1","109,277","1,696,442,550","15,900","16,200","15,000","90,037,500,000","0.00","6,002,500",,,
1348,059210,메타바이오메드,"4,110","-440","-9.7","881,975","3,763,588,155","4,400","4,440","4,100","89,903,878,530","0.00","21,874,423",,,
1349,106190,하이텍팜,"12,650","-350","-2.7","26,496","339,603,000","12,850","13,250","12,650","89,673,092,300","0.00","7,088,782",,,
1350,106240,파인테크닉스,"2,565","-130","-4.8","364,819","946,633,235","2,610","2,685","2,565","89,619,968,835","0.00","34,939,559",,,
1351,065940,바이오빌,"3,800","-125","-3.2","380,025","1,478,359,270","3,925","4,040","3,770","89,592,334,000","0.00","23,576,930",,,
1352,085810,알티캐스트,"4,220","-190","-4.3","85,671","367,823,580","4,385","4,385","4,215","89,561,735,200","0.00","21,223,160",,,
1353,220260,켐트로스,"3,800","-200","-5.0","406,788","1,572,740,390","3,935","3,960","3,790","89,547,600,400","0.00","23,565,158",,,
1354,215380,우정비에스씨,"3,695","5","0.1","11,103,885","41,871,849,610","3,545","4,045","3,455","89,344,032,145","0.00","24,179,711",,,
1355,012170,키위미디어그룹,"570","-25","-4.2","5,097,694","3,122,398,017","648","666","570","89,330,235,840","0.00","156,719,712",,,
1356,053280,예스24,"5,190","-160","-3.0","30,167","157,360,900","5,330","5,330","5,140","89,268,000,000","0.00","17,200,000",,,
1357,008260,NI스틸,"3,140","-55","-1.7","202,415","627,299,955","3,195","3,220","3,020","89,260,309,000","0.00","28,426,850",,,
1358,065950,웰크론,"3,500","-150","-4.1","335,845","1,199,282,270","3,555","3,650","3,470","89,216,739,500","0.00","25,490,497",,,
1359,083420,KPX그린케미칼,"4,460","-140","-3.0","41,461","187,587,535","4,600","4,600","4,460","89,200,000,000","0.00","20,000,000",,,
1360,178780,유테크,"6,890","540","8.5","1,529,084","10,730,148,640","7,150","7,310","6,550","89,123,204,170","0.00","12,935,153",,,
1361,080520,오디텍,"7,570","-460","-5.7","127,655","978,826,950","7,920","7,920","7,420","88,921,830,130","0.00","11,746,609",,,
1362,024800,유성티엔에스,"3,265","-185","-5.4","209,928","691,281,665","3,410","3,440","3,195","88,852,338,700","0.00","27,213,580",,,
1363,900040,차이나그레이트,"705","-56","-7.4","777,094","568,039,940","744","768","705","88,735,922,685","0.00","125,866,557",,,
1364,069920,아이에스이커머스,"3,475","-25","-0.7","4,371","15,048,170","3,465","3,600","3,410","88,661,473,175","0.00","25,514,093",,,
1365,084650,랩지노믹스,"10,250","-750","-6.8","448,288","4,729,117,650","10,500","10,950","10,250","88,441,499,750","0.00","8,628,439",,,
1366,033230,인성정보,"4,605","-130","-2.8","108,206","504,386,995","4,560","4,785","4,560","88,223,837,955","0.00","19,158,271",,,
1367,131100,리켐,"2,690","-90","-3.2","267,064","732,715,095","2,780","2,895","2,680","88,028,988,390","0.00","32,724,531",,,
1368,145210,세화아이엠씨,"2,990","0","0.0","0","0","0","0","0","87,912,180,330","0.00","29,402,067",,,
1369,007540,샘표,"30,550","-1,250","-3.9","3,445","106,232,000","31,350","31,400","30,550","87,855,690,000","0.00","2,875,800",,,
1370,101490,에스앤에스텍,"4,450","-255","-5.4","101,805","463,621,620","4,545","4,685","4,450","87,822,222,950","0.00","19,735,331",,,
1371,040300,YTN,"2,090","-50","-2.3","76,186","159,090,230","2,145","2,145","2,060","87,780,000,000","0.00","42,000,000",,,
1372,079950,인베니아,"3,780","-55","-1.4","70,605","267,092,975","3,750","3,830","3,730","87,696,000,000","0.00","23,200,000",,,
1373,252500,세화피앤씨,"4,600","-325","-6.6","599,265","2,806,610,530","4,800","4,840","4,600","87,598,697,000","0.00","19,043,195",,,
1374,123040,엠에스오토텍,"3,205","-165","-4.9","560,471","1,828,359,335","3,335","3,340","3,200","87,189,723,810","0.00","27,204,282",,,
1375,002920,유성기업,"3,360","-65","-1.9","41,280","138,988,870","3,430","3,430","3,315","87,183,600,000","0.00","25,947,500",,,
1376,086670,비엠티,"10,700","-150","-1.4","109,318","1,175,169,150","10,500","11,150","10,450","87,167,860,300","0.00","8,146,529",,,
1377,036670,KCI,"7,720","-210","-2.6","13,282","103,093,300","7,800","7,930","7,680","87,004,400,000","0.00","11,270,000",,,
1378,066590,우수AMS,"3,520","-65","-1.8","1,552,309","5,473,175,005","3,500","3,610","3,465","86,923,946,560","0.00","24,694,303",,,
1379,217950,바이오씨앤디,"24,900","100","0.4","272","6,767,350","25,300","25,300","22,150","86,684,892,900","0.00","3,481,321",,,
1380,111870,삼본정밀전자,"9,120","-330","-3.5","28,390","263,631,420","9,400","9,550","9,110","86,640,000,000","0.00","9,500,000",,,
1381,002820,선창산업,"6,870","-230","-3.2","32,416","225,886,530","7,080","7,100","6,870","86,616,884,430","0.00","12,607,989",,,
1382,131090,시큐브,"2,535","-175","-6.5","900,761","2,341,505,900","2,680","2,685","2,480","86,190,000,000","0.00","34,000,000",,,
1383,100090,삼강엠앤티,"5,110","-110","-2.1","84,818","433,844,960","5,220","5,240","5,020","86,122,412,110","0.00","16,853,701",,,
1384,040610,SG&G,"2,525","-180","-6.6","446,217","1,162,243,345","2,705","2,705","2,525","86,070,169,900","0.00","34,087,196",,,
1385,092600,넥스트칩,"6,400","-410","-6.0","138,749","900,989,320","6,720","6,810","6,280","86,064,000,000","0.00","13,447,500",,,
1386,000590,CS홀딩스,"74,500","-900","-1.2","320","23,915,600","75,500","75,500","73,700","86,008,909,000","0.00","1,154,482",,,
1387,224060,코디엠,"700","-135","-16.2","15,817,287","11,149,389,234","680","774","635","85,959,035,400","0.00","122,798,622",,,
1388,094820,일진파워,"5,700","-220","-3.7","164,565","938,160,380","5,840","5,910","5,580","85,948,641,300","0.00","15,078,709",,,
1389,002140,고려산업,"3,440","55","1.6","1,358,526","4,664,166,035","3,300","3,570","3,250","85,791,622,000","0.00","24,939,425",,,
1390,061040,알에프텍,"4,500","-195","-4.2","146,241","671,720,810","4,650","4,680","4,500","85,725,000,000","0.00","19,050,000",,,
1391,155660,DSR,"5,350","-270","-4.8","101,370","549,277,110","5,520","5,590","5,340","85,600,000,000","0.00","16,000,000",,,
1392,147760,마이크로프랜드,"7,900","-430","-5.2","91,463","736,629,920","8,100","8,270","7,900","85,476,941,400","0.00","10,819,866",,,
1393,067570,엔브이에이치코리아,"2,970","-50","-1.7","37,346","110,687,070","3,050","3,050","2,940","85,304,999,340","0.00","28,722,222",,,
1394,246690,티에스인베스트먼트,"3,800","-265","-6.5","549,401","2,193,005,475","4,030","4,155","3,800","85,199,815,200","0.00","22,421,004",,,
1395,090850,이지웰페어,"8,600","-230","-2.6","417,954","3,559,634,690","8,450","8,780","8,250","85,079,800,000","0.00","9,893,000",,,
1396,048770,TPC,"6,580","-150","-2.2","38,543","251,608,340","6,620","6,700","6,430","84,882,000,000","0.00","12,900,000",,,
1397,039340,한국경제TV,"3,690","-60","-1.6","137,059","504,953,640","3,685","3,760","3,630","84,870,000,000","0.00","23,000,000",,,
1398,069410,엔텔스,"12,300","-900","-6.8","115,721","1,457,209,950","13,000","13,100","12,200","84,860,492,100","0.00","6,899,227",,,
1399,006920,모헨즈,"7,750","-390","-4.8","480,661","3,912,580,680","7,950","8,410","7,750","84,630,000,000","0.00","10,920,000",,,
1400,081970,넥스지,"10,450","0","0.0","0","0","0","0","0","84,341,155,800","0.00","8,070,924",,,
1401,214310,세미콘라이트,"1,675","-165","-9.0","2,486,348","4,292,309,615","1,780","1,865","1,620","84,247,374,500","0.00","50,296,940",,,
1402,027740,마니커,"719","-28","-3.8","692,920","503,427,826","738","738","719","83,925,617,963","0.00","116,725,477",,,
1403,094170,동운아나텍,"14,000","-750","-5.1","92,925","1,311,912,200","14,500","14,700","13,700","83,874,000,000","0.00","5,991,000",,,
1404,033600,이젠텍,"7,050","170","2.5","241,554","1,689,365,020","6,740","7,320","6,600","83,805,436,800","0.00","11,887,296",,,
1405,053590,한국테크놀로지,"1,775","-130","-6.8","809,909","1,458,829,515","1,865","1,870","1,750","83,530,229,100","0.00","47,059,284",,,
1406,023450,동남합성,"63,400","100","0.2","469","29,441,700","63,300","63,700","62,500","83,368,020,200","0.00","1,314,953",,,
1407,064520,바른전자,"1,255","-85","-6.3","922,949","1,194,636,025","1,295","1,330","1,250","83,356,486,305","0.00","66,419,511",,,
1408,234920,자이글,"6,160","-360","-5.5","174,506","1,098,462,750","6,420","6,430","6,150","83,350,405,600","0.00","13,530,910",,,
1409,089230,THE E&M,"906","-31","-3.3","469,597","429,928,776","911","956","894","83,226,047,880","0.00","91,860,980",,,
1410,200710,에이디테크놀로지,"9,000","-410","-4.4","155,633","1,413,418,720","9,250","9,340","8,900","83,207,952,000","0.00","9,245,328",,,
1411,127160,매직마이크로,"2,575","-65","-2.5","778,155","2,002,565,005","2,645","2,645","2,460","82,970,967,625","0.00","32,221,735",,,
1412,138080,오이솔루션,"10,700","-400","-3.6","86,102","922,343,350","10,900","11,000","10,500","82,812,992,400","0.00","7,739,532",,,
1413,058630,엠게임,"4,230","-190","-4.3","342,795","1,471,378,655","4,255","4,390","4,200","82,670,599,710","0.00","19,543,877",,,
1414,225650,쿠첸,"7,720","-330","-4.1","26,012","204,683,110","7,930","8,020","7,710","82,498,058,440","0.00","10,686,277",,,
1415,184230,SGA솔루션즈,"2,550","-110","-4.1","786,038","2,032,344,760","2,610","2,655","2,530","82,414,985,100","0.00","32,319,602",,,
1416,004410,서울식품,"244","-8","-3.2","7,292,128","1,796,342,142","250","250","244","82,328,040,000","0.00","337,410,000",,,
1417,003547,대신증권2우B,"8,230","-170","-2.0","16,680","138,030,360","8,310","8,310","8,210","82,300,000,000","0.00","10,000,000",,,
1418,066110,한프,"2,340","-90","-3.7","780,750","1,897,192,560","2,400","2,525","2,280","81,721,167,840","0.00","34,923,576",,,
